ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Utilization activity,Metabolite (production)
15112,,"DSM 40340, ATCC 25444, CBS 677.69, IFO 13032, ISP 5340, JCM 4286, KCC S-0286, NBRC 13032, NCIB 9476, RIA 1224, BCRC 11821, CGMCC 4.1592, JCM 4467, KCTC 9715, LMG 20488, NCIMB 9476, NCIMB 9979, NRRL B-12289, VKM Ac-1906",1,1,Streptomyces corchorusii,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16376,CR-43,"DSM 41827, ATCC 55274, JCM 11306, NCIMB 13455, NRRL B-16897, BCRC 16858, NBRC 100773",1,1,Streptomyces murinus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15113,,"DSM 40147, ATCC 19744, ATCC 19897, CBS 483.68, ETH 24195, IFO 12760, INA 815/54, ISP 5147, NBRC 12760, RIA 1025, JCM 4362, BCRC 11466, CBS 111.60, CGMCC 4.1625, IMET 43743, NCIMB 10030, NCIMB 9596, NRRL 3241, NRRL B-2583, VKM Ac-1844",1,1,Streptomyces cremeus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16176,,"DSM 40945, JCM 5067, KCC S-1067, NRRL (= Lederle T-1384), NRRL B-3629, CGMCC 4.1600, IFO 15401, KCTC 9717, NBRC 15401, NCIMB 12860",1,1,Streptomyces crystallinus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,hygromycin A
,,,,,,,indole
15114,,"DSM 40107, ATCC 13385, CBS 484.68, IFO 12761, ISP 5107, JCM 4219, NBRC 12761, RIA 1026, SC 3064, ATCC 19745, BCRC 13766, CCT 4642, CCT 4643, CGMCC 4.1680, JCM 4573, LMG 8588, NRRL B-2901, RIA 849, VKM Ac-621",1,1,Streptomyces curacoi,+,acetoin
,,,,,,,curamycin A
,,,,,,,hydrogen sulfide
,,,,,,,indole
166187,MK-45,"CICC 11045, KCTC 49099",1,1,Streptomyces cyaneochromogenes,+,hydrogen sulfide
15115,,"DSM 40148, ATCC 19746, ATCC 23619, CBS 485.68, ETH 24190, IFO 13190, INA 99/54, ISP 5148, NBRC 13190, RIA 1027, JCM 4364, BCRC 11467, CGMCC 4.1612, IMET 41583, KCCM 40517, NCIMB 13021, NRRL B-2570, VKM Ac-752, VTT E-072752",1,1,Streptomyces cyaneofuscatus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15120,,"DSM 40149, ATCC 19747, ATCC 23620, CBS 486.68, IFO 12762, INA 2656/55, ISP 5149, JCM 4365, NBRC 12762, RIA 1028, BCRC 11468, CGMCC 4.1690, NRRL B-5418, VKM Ac-1722, VKM Ac-1862",1,1,Streptomyces daghestanicus,+,acetoin
,,,,,,,etamycin
,,,,,,,hydrogen sulfide
,,,,,,,indole
140909,NEAU-ZJC8,"CGMCC 4.7178, JCM 30057, DSM 111118",1,1,Streptomyces daqingensis,+,hydrogen sulfide
,,,,,,,melanin
158385,,"DSM 101723, JCM 4913",1,1,Streptomyces davaonensis,+,roseoflavin
16179,,"DSM 41427, AS 4.1861, IFO 13977, JCM 4550, KCC S-0550, NBRC 13977, NCIB 9752, NRRL 2666, CGMCC 4.1861, CGMCC 4.1915, CIP 106836, NCIMB 10502, NCIMB 9752, NRRL ISP-5087",1,1,Streptomyces decoyicus,+,decoyinine
,,,,,,,indole
,,,,,,,psicofuranine
15255,Duché,"DSM 40324, AS 4.1854, ATCC 10975, ATCC 25455, CBS 422.34, CBS 688.69, ETH 10213, IFO 13043, IFO 3198, IMRU 3590, ISP 5324, JCM 4136, JCM 4478, KCC S-0136, KCC S-0478, NBRC 13043, NBRC 3198, PSA 224, BCRC 12105, CGMCC 4.1854, CGMCC 4.1885, CGMCC 4.2081, IMET 40289, NRRL B-1344, NRRL B-1903, RIA 1235, VKM Ac-713",1,1,Streptomyces diastaticus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15125,Ogata 207,"DSM 40449, ATCC 12309, CBS 370.58, CBS 690.72, ETH 31546, IFO 13389, IFO 3337, ISP 5449, JCM 4119, JCM 4746, KCC S-0119, KCC S-0746, NBRC 13389, NBRC 3337, NRRL B-1698, PSA 218, RIA 1350, VKM Ac-1760, BCRC 13668, CFBP 4540, CGMCC 4.1606, CIP 105123, KACC 20133, VTT E-042624, CCM 3113, KCC S-0244",1,1,Streptomyces diastatochromogenes,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15128,FH 1279,"DSM 40743, ATCC 13441, JCM 4957, CGMCC 4.1674, IFO 15409, KCTC 9722, NBRC 15409, NRRL B-12103",1,1,Streptomyces djakartensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,niddamycin
16403,M7a,"DSM 41857, CCT 5476, CIP 107837, NBRC 101007, NRRL B-24297, CBMAI 498, JCM 13580, CBMAI 0498",1,1,Streptomyces drozdowiczii,+,hydrogen sulfide
,,,,,,,indole
158423,NEAU-S1GS20,"DSM 104538, CCTCC AA 2017006",1,1,Streptomyces durbertensis,+,hydrogen sulfide
15129,59123,"DSM 40539, ATCC 23194, CBS 742.72, IFO 13441, ISP 5539, JCM 4291, NBRC 13441, RIA 1402, BCRC 16203, CGMCC 4.1699, HAMBI 1064, IMET 43359, JCM 4747, KCTC 9723, NRRL B-3309, NRRL ISP-5539, VKM Ac-763",1,1,Streptomyces durhamensis,+,acetoin
,,,,,,,durhamycin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16335,,"DSM 41696, IFO 14238, JCM 5016, KCC S-0516, NBRC 14238, NCIMB 12831, NRRL 8144, BCRC 16859, CGMCC 4.1707, KCTC 9725, KCTC 9776",1,1,Streptomyces echinoruber,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,rubrolone
16190,,"DSM 41454, ATCC 43682, INMI 40-31, VKM Ac-130, JCM 9088, CGMCC 4.1586, NBRC 100763, NRRL B-16365",1,1,Streptomyces rochei,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15134,,"DSM 40116, AS 4.1373, ATCC 27427, CBS 485.74, ISP 5116, IAUR 1173, JCM 9650, BCRC 13770, CGMCC 4.1373, IFO 14601, NBRC 14601, NRRL B-3808, VTT E-022183",1,1,Streptomyces griseoincarnatus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16158,"549-A1, 549-A1 (NIHJ 267)","DSM 40604, ATCC 27428, CBS 792.72, IFO 13491, ISP 5604, JCM 4029, NBRC 13491, NIHJ 267, NRRL B-1676, RIA 1452, RIA 733, BCRC 12424, CECT 3259, CGMCC 4.1086, CIP 108155, IMET 43412, JCM 4749, KCTC 9884, MTCC 2531, NCB 264, VKM Ac-903, CCRC 12424, KCC S-0749, AS 4.1086",1,1,Streptomyces eurocidicus,+,acetoin
,,,,,,,azomycin
,,,,,,,eurocidin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,tertiomycin A
,,,,,,,tertiomycin B
16371,,"DSM 41802, CFBP 4497, NCPPB 4039, CIP 107142, ICMP 13714, CIP 107062",1,1,Streptomyces europaeiscabiei,+,indole
15135,,"DSM 40014, ATCC 14975, ATCC 19749, CBS 488.68, IFO 12764, ISP 5014, NBRC 12764, NRRL 2539, RIA 1030, JCM 4206, BCRC 13650, CGMCC 4.1697, IMET 43078, JCM 4575, KCTC 9731, VKM Ac-1729",1,1,Streptomyces eurythermus,+,acetoin
,,,,,,,angolamycin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15136,,"DSM 40060, ATCC 12627, ATCC 19750, CBS 489.68, ETH 24304, IFO 13191, IMRU 3316, ISP 5060, NBRC 13191, NRRL B-1237, RIA 1031, CCUG 11113, CCM 3169, JCM 4366, BCRC 11469, CGMCC 4.1407, ICMP 1008, LMG 19307, NCIMB 12599, NRRL B-2924, PCM 2367, VKM Ac-767, VTT E-86262, CIP 108233",1,1,Streptomyces exfoliatus,+,indole
15139,1-C-9,"DSM 40022, ATCC 19753, CBS 492.68, IFO 12767, ISP 5022, NBRC 12767, RIA 1034, JCM 4122, BCRC 13644, CGMCC 4.1656, HAMBI 1010, IFM 1180, IMET 43562, JCM 4576, NCIMB 13018, NRRL B-2114, VKM Ac-1266",1,1,Streptomyces filamentosus,+,acetoin
,,,,,,,caryomycin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15140,114-8,"DSM 40112, ATCC 23905, CBS 309.56, CBS 801.68, DSM 41155, ETH 20722, ETH 28584, ETH 28594, IFO 12860, ISP 5112, JCM 4369, KCC S-0369, NBRC 12860, NRRL 2437, RIA 1124, BCRC 11472, CGMCC 4.1452, LMG 19333, VKM Ac-966",1,1,Streptomyces filipinensis,+,acetoin
,,,,,,,filipin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15142,,"DSM 40942, ATCC 15051, CBS 453.65, NRRL B-3175, JCM 5080, CGMCC 4.1598, IFO 15411, KCTC 19940, MTCC 1768, NBRC 15411, NCIMB 13039, VKM Ac-761",1,1,Streptomyces fimbriatus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15152,R-1-30,"DSM 40218, ATCC 23340, CBS 802.68, IFO 13201, ISP 5218, NBRC 13201, RIA 1162, JCM 4216, ATCC 23906, BCRC 13796, CGMCC 4.1436, HAMBI 1071, JCM 4637, NCIMB 9834, NRRL B-12114, VKM Ac-967",1,1,Streptomyces finlayi,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15154,Actinomyces 168,"DSM 40061, ATCC 19754, ATCC 25460, ATCC 3319, CBS 493.68, CBS 693.69, DSM 40328, ETH 12399, IAM 0117, IFO 12768, IMET 40233, IMRU 3319, ISP 5061, ISP 5328, JCM 4032, JCM 4577, KCC S-0032, KCC S-0577, NBRC 12768, NRRL B-1334, NRRL B-2688, RIA 1035, BCRC 12489, CBS 128.20, CCM 3171, CECT 3181, CGMCC 4.1432, HAMBI 893, ICMP 392, IFO 3408, IFO 3715, KCTC 9022, LMG 19328, NBRC 3408, NBRC 3715, RIA 485, VKM Ac-965",1,1,Streptomyces flaveolus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15160,,"DSM 40150, AS 4.1374, ATCC 19900, CBS 684.69, ETH 28431, IFO 13039, INA 12287, ISP 5150, NBRC 13039, RIA 1231, JCM 4474, ATCC 25451, BCRC 13761, CGMCC 4.1374, IMET 43744, NRRL B-2708, VKM Ac-1771",1,1,Streptomyces flavidovirens,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15161,Medipex SA-IX-3,"DSM 40366, ATCC 27430, CBS 411.59, CBS 672.72, IFO 13371, ISP 5366, JCM 4753, NBRC 13371, RIA 1332, BCRC 15154, LMG 8598, NRRL B-12307, VKM Ac-1179",1,1,Streptomyces flavofungini,+,acetoin
,,,,,,,flavofungin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15162,,"DSM 40152, ATCC 19757, ATCC 23621, CBS 495.68, IFO 12770, INA 11669/58, ISP 5152, NBRC 12770, RIA 1037, JCM 4371, BCRC 13762, CGMCC 4.1959, IMET 42057, NRRL B-5419, VKM Ac-1277",1,1,Streptomyces flavotricini,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16210,,"DSM 41479, ATCC 43684, DSM 41503, DSM 41688, INMI 702, NRRL B-16367, VKM Ac-141, JCM 9089, CGMCC 4.1942, NBRC 100764",1,1,Streptomyces variegatus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15163,,"DSM 40062, ATCC 19758, ATCC 3320, CBS 129.20, CBS 496.68, IFO 12771, IFO 3412, IMRU 3320, ISP 5062, JCM 4035, JCM 4578, KCC S-0035, NBRC 12771, NBRC 3412, NRRL B-1329, NRRL B-2685, RIA 1038, RIA 635, BCRC 13689, CBS 189.75, CBS 279.30, CCM 3243, CGMCC 4.0575, HAMBI 1007, HUT 6019, HUT 6053, ICMP 479, IFO 3197, IFO 3716, IMET 40280, LMG 20516, NBRC 3197, NBRC 3716, VKM Ac-1723, VTT E-052937, VTT E-82159",1,1,Streptomyces flavovirens,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15168,,"DSM 40153, ATCC 19759, ATCC 19903, CBS 497.68, IFO 12772, INA 2314/53, ISP 5153, NBRC 12772, RIA 1039, JCM 4372, BCRC 11474, CGMCC 4.1960, IMET 42058, NRRL ISP-5153, VKM Ac-754",1,1,Streptomyces pilosus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
164255,TW1S1,"JCM 32404, KCTC 49013",1,1,Streptomyces fodineus,+,hydrogen sulfide
15205,,"DSM 40044, ATCC 23908, CBS 804.68, IFO 12862, ISP 5044, NBRC 12862, NRRL 2424, RIA 1111, PD 04926, JCM 4187, BCRC 13654, CGMCC 4.1955, HAMBI 1083, HAMBI 1090, IMET 43575, JCM 4638, NCIMB 9795, VKM Ac-1773",1,1,Streptomyces fragilis,+,acetoin
,,,,,,,azaserine
,,,,,,,hydrogen sulfide
,,,,,,,indole
16304,,"DSM 41455, INMI 34-280, JCM 9090, VKM Ac-158, IFO 15897, LMG 19901, NBRC 15897, NRRL B-24329, VTT E-072709",1,1,Streptomyces fulvorobeus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15208,,"DSM 40154, ATCC 19904, ATCC 25454, CBS 260.66, CBS 687.69, IFO 13042, INA 10256/54, ISP 5154, JCM 4477, KCC S-0477, NBRC 13042, VKM Ac-1845, BCRC 12058, CGMCC 4.1732, NRRL B-3898, NRRL B-5420, RIA 1234",1,1,Streptomyces fumanus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15209,145,"DSM 43154, ATCC 19345, JCM 3101, KCC A-0101, RIA 884, BCRC 12344, CBS 639.66, CGMCC 4.1909, CMI 117720, IFO 12999, NBRC 12999, NCIMB 11004, NRRL B-3856",1,1,Streptomyces fumigatiscleroticus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
133306,m16,"CGMCC 4.7110, KCTC 29195",1,1,Streptomyces fuscichromogenes,+,acetoin
,,,,,,,hydrogen sulfide
15211,Wind 731,"DSM 40089, ATCC 23910, CBS 831.68, ETH 24322, IFO 12864, ISP 5089, NBRC 12864, NRRL B-2283, RIA 1121, JCM 4222, BCRC 12166, CGMCC 4.1958, IMET 42937, JCM 4639, KCTC 19063, NBIMCC 3644, NCIMB 13005, VKM Ac-165",1,1,Streptomyces galbus,+,acetoin
,,,,,,,actinomycin X
,,,,,,,hydrogen sulfide
,,,,,,,indole
15215,,"DSM 40935, IFM 1024, JCM 4171, KCC S-0171, NRRL B-1872, CGMCC 4.1971, IFO 15412, KCTC 19062, NBRC 15412, NCIMB 12858",1,1,Streptomyces gancidicus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15216,,"DSM 40064, ATCC 23911, ATCC 9604, CBS 832.68, DSM 43020, ETH 28347, IFO 12865, IFO 13974, IFO 3385, IMET 7182, IMRU 3834, ISP 5064, JCM 3004, JCM 4375, KCC A-0004, KCC S-0375, NBRC 12865, NBRC 13974, NBRC 3385, RIA 1117, RIA 634, BCRC 12346, BCRC 13687, BCRC 13731, CGMCC 4.1956, NCTC 6531, NRRL B-5615, VKM Ac-1829",1,1,Streptomyces gardneri,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15217,,"DSM 40065, AS 4.1444, ATCC 23912, ATCC 3323, CBS 131.20, CBS 369.39, CBS 833.68, ETH 10211, ETH 16702, IFO 12866, IMET 40285, IMRU 3323, ISP 5065, JCM 4376, KCC S-0376, NBRC 12866, NCIMB 9848, NRRL B-1252, NRRL B-2928, PSA 95, RIA 1118, RIA 89, BCRC 11477, CCM 3177, CGMCC 4.1444, VKM Ac-1704",1,1,Streptomyces gelaticus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
159717,A301,"CGMCC 4.7422, JCM 32177",1,1,Streptomyces geranii,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,melanin
15219,FH 1278,"DSM 40742, ATCC 15303, CBS 546.70, JCM 4962, CECT 3209, CGMCC 4.1966, IFO 15413, NBRC 15413, NRRL B-12102, VKM Ac-844",1,1,Streptomyces rochei,+,acetoin
,,,,,,,bambermycin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15222,,"DSM 40155, ATCC 19761, ATCC 23622, CBS 499.68, DSM 41504, ETH 24204, ETH A3080, IFO 12774, INA 8731, ISP 5155, JCM 4377, KCC S-0377, NBRC 12774, NCIB 9619, NCIB 9844, RIA 1041, BCRC 11478, CBS 261.66, CECT 3133, CGMCC 4.1408, IMET 43584, KCTC 9881, LMG 19330, MTCC 276, NBIMCC 1638, NCIMB 9619, NCIMB 9844, NRRL B-2706, VKM Ac-617",1,1,Streptomyces glaucescens,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16330,,"DSM 41689, ATCC 25183, IFO 15416, INA G-72, INMI 2979, JCM 6921, NBRC 15416, VKM Ac-1763, CGMCC 4.1943, NBRC 103021, NRRL B-24300",1,1,Streptomyces glaucosporus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16175,,"DSM 41456, ATCC 43685, INA G-86, INMI 2965, JCM 6922, VKM Ac-803, CGMCC 4.1939, IFO 15417, NBRC 15417, NRRL B-16368",1,1,Streptomyces glaucus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15235,,"DSM 40199, ATCC 15864, ATCC 23913, CBS 834.68, IFO 12867, INMI 2302, ISP 5199, KCTC 9026, NBRC 12867, NRRL B-2872, RIA 1151, RIA 335, JCM 4378, BCRC 11479, CCUG 11107, NCAIM B.01476, NCIMB 9796, VKM Ac-179",1,1,Streptomyces globisporus subsp. globisporus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15249,BJ-333,"DSM 40815, ATCC 14979, IMRU 3736, JCM 13859, NRRL B-2292, CGMCC 4.1969, LMG 19896, NCIMB 12861",1,1,Streptomyces globosus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16191,,"DSM 41457, INA 3980, VKM Ac-834, JCM 9091, CGMCC 4.1940, IFO 15898, NBRC 15898",1,1,Streptomyces glomeratus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15253,,"DSM 41782, ATCC 15866, IFO 15418, INMI 1464, JCM 4677, KCC S-0677, NBRC 15418, NRRL B-3375, RIA 683",1,1,Streptomyces aurantiacus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16336,MS 1480,"DSM 41701, CBS 123.60, IFO 15419, JCM 5062, KCC S-1062, NBRC 15419, NRRL B-2596, CGMCC 4.1908",1,1,Streptomyces gobitricini,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15254,,"DSM 40190, ATCC 23914, CBS 835.68, IFO 12868, ISP 5190, NBRC 12868, RIA 1144, JCM 4294, BCRC 12330, CCUG 11121, CGMCC 4.1961, IMET 42067, JCM 4640, NCIMB 9828, NRRL B-5428, VKM Ac-1212",1,1,Streptomyces goshikiensis,+,acetoin
,,,,,,,bandamycin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16206,,"DSM 41474, INA 13982, JCM 6923, CGMCC 4.1941, IFO 15420, NBRC 15420, NRRL B-16369, VKM Ac-1847",1,1,Streptomyces graminearus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15256,,"DSM 40430, ATCC 19840, CBS 682.72, IFO 13381, INMI AK-5, ISP 5430, KCC S-0763, NBRC 13381, RIA 1342, JCM 4763, BCRC 16244, IFO 15440, NBRC 15440, VKM Ac-1728",1,1,Streptomyces griseoaurantiacus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15257,NA232-M1,"DSM 40004, AS 4.1368, ATCC 12628, ATCC 19763, CBS 501.68, CCM 3228, DSM 41062, ETH 28588, IFO 12776, IFO 3387, ISP 5004, JCM 4095, JCM 4580, KCC S-0095, LMG 5973, NBRC 12776, NBRC 3387, NRRL B-1068, NRRL B-1350, RIA 1043, RIA 132, VKM Ac-881, BCRC 13304, CCUG 11123, CECT 3250, CGMCC 4.1088, CIP 108156, LMG 19383, LMG 8601, MTCC 328, NCIMB 9623, PCM 2326, PCM 2345, CCRC 13304, KCC S-0580, AS 4.1088",1,1,Streptomyces griseocarneus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,hydroxystreptomycin
,,,,,,,indole
15261,,"DSM 40499, ATCC 14511, CBS 714.72, IFO 13413, ISP 5499, JCM 4039, JCM 4764, NBRC 13413, RIA 1374, BCRC 11818, CGMCC 4.1964, IFM 1229, KCTC 9027, NRRL B-12423",1,1,Streptomyces griseochromogenes,+,acetoin
,,,,,,,blasticidin A
,,,,,,,blasticidin S
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,toyocamycin
15262,A 28 No. 1118,"DSM 40456, ATCC 25456, CBS 409.52, CBS 689.69, ETH 10249, IFO 12372, IFO 13044, IMET 43530, ISP 5456, JCM 4479, KCC S-0479, NBRC 12372, NBRC 13044, NRRL B-5312, RIA 1236, VKM Ac-993, BCRC 12232, CGMCC 4.1454, KCTC 19070, LMG 19344",1,1,Streptomyces griseoflavus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15266,1068,"DSM 40191, ATCC 23916, CBS 837.68, IFO 12870, ISP 5191, JCM 4276, JCM 4641, NBRC 12870, RIA 1145, BCRC 10483, CECT 3307, CGMCC 4.1962, IMET 42068, KACC 20083, KCTC 9879, NCIMB 9821, NRRL B-5429, VKM Ac-1707",1,1,Streptomyces murinus,+,acetoin
,,,,,,,fungichromin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15267,,"DSM 40274, ATCC 23623, ATCC 23917, CBS 838.68, IFO 12871, INA 9673/55, ISP 5274, NBRC 12871, RIA 1192, JCM 4381, BCRC 11481, CGMCC 4.1409, KCTC 19071, LMG 19316, NCIMB 9825, NRRL B-5313, VTT E-022184",1,1,Streptomyces griseoincarnatus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15268,,"DSM 40468, ATCC 23624, ATCC 25458, CBS 691.69, CGMCC AS 4.1383, IFO 13046, INA 1875/54, ISP 5468, NBRC 13046, RIA 1238, JCM 4480, BCRC 16207, CGMCC 4.1383, NRRL B-12383, VKM Ac-1739",1,1,Streptomyces griseoloalbus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15272,,"DSM 40392, ATCC 12768, CBS 676.72, CCM 3242, DSM 41141, ETH 24459, IFO 13375, IMRU 3729, ISP 5392, JCM 4041, JCM 4765, KCC S-0041, NBRC 13375, NRRL B-1315, PSA 207, RIA 1336, NIHJ 22, BCRC 16229, CBS 112.66, CGMCC 4.1440, HUT 6058, IFM 1055, LMG 19356, VKM Ac-976",1,1,Streptomyces griseoluteus,+,acetoin
,,,,,,,griseolutein A
,,,,,,,griseolutein B
,,,,,,,hydrogen sulfide
,,,,,,,indole
15273,13984,"DSM 40159, ATCC 19765, ATCC 23625, CBS 503.68, IFO 12778, INA 13984, ISP 5159, NBRC 12778, RIA 1045, JCM 4382, BCRC 13763, NCIMB 9845, NRRL B-5421",1,1,Streptomyces griseomycini,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15276,H-4650,"DSM 40281, ATCC 23919, CBS 903.68, IFO 12873, ISP 5281, KCC S-0200, KCC S-0642, NBRC 12873, RIA 1195, JCM 4200, BCRC 11826, CCUG 11117, CGMCC 4.1417, HAMBI 1051, IFM 11218, JCM 4642, LMG 19325, NRRL B-1818, VKM Ac-1900",1,1,Streptomyces griseoruber,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15279,,"DSM 40469, ATCC 23627, ATCC 25459, CBS 692.69, IFO 13047, INA 7712, ISP 5469, NBRC 13047, RIA 1239, JCM 4481, BCRC 12124, CGMCC 4.1766, NRRL B-12384, VKM Ac-1203",1,1,Streptomyces griseorubiginosus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15280,B-793,"DSM 40562, ATCC 27435, CBS 137.72, CBS 759.72, IFO 13458, ISP 5562, JCM 4766, NBRC 13458, RIA 1419, BCRC 15195, HAMBI 1009, IMET 43543, NRRL B-12498, VKM Ac-1731",1,1,Streptomyces griseosporeus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15281,10381,"DSM 40161, ATCC 19768, ATCC 23628, CBS 506.68, ETH 28436, IFO 12781, INA 10381, ISP 5161, NBRC 12781, RIA 1048, JCM 4385, BCRC 12075, CECT 3273, KCTC 9878, NRRL B-5422, VKM Ac-968",1,1,Streptomyces griseostramineus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16229,"C1, 18-16, D 100, C<SUB>1</SUB>","DSM 40236, ATCC 23345, ATCC 23921, CBS 905.68, ETH 4289, IFO 12875, IMRU 3463, ISP 5236, KCC S-0047, KCC S-0644, NBRC 12875, NCTC 13033, RIA 1176, Waksman 18-16, JCM 4047, BCRC 13478, CBS 160.45, CCT 4836, CCUG 11104, CECT 3330, CFBP 4546, CGMCC 4.1419, CIP 105124, HAMBI 2315, IAM 12311, IFO 15744, JCM 4644, KACC 20084, KCTC 9080, KCTC 9135, LMG 19302, MTCC 4734, NBIMCC 2442, NBRC 15744, NCIMB 13023, NRRL B-2682, PCM 2331, VKM Ac-800, VTT E-072676, VTT E-991424",1,1,Streptomyces griseus subsp. griseus,+,indole
,,,,,,,streptomycin
16427,,"DSM 41900, YIM 47672, CCTCC AA 205017, JCM 15129",1,1,Streptomyces hainanensis,+,hydrogen sulfide
15269,,"DSM 40067, AS 4.1864, ATCC 19764, ATCC 3325, CBS 502.68, IFO 12777, IFO 3415, IMRU 3325, ISP 5067, KCC S-0042, KCC S-0043, KCC S-0581, NBRC 12777, NBRC 3415, NRRL B-1062, RIA 1044, JCM 4042, BCRC 13677, CBS 280.30, CCM 3181, CGMCC 4.1864, HAMBI 1000, HUT 6054, HUT 6056, HUT 6099, IFO 3416, IFO 3719, IMET 42053, JCM 4043, JCM 4581, KCTC 9028, NBRC 3416, NBRC 3719, NCIMB 9606, NRRL B-2925, RIA 88, VKM Ac-1726",1,1,Streptomyces halstedii,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15283,,"DSM 40068, ATCC 10897, ATCC 19770, CBS 508.68, CCRC 13680, IFO 12783, IMET 40322, IMRU 3328, ISP 5068, JCM 4584, KCC S-0584, NBRC 12783, NCIMB 9839, NRRL B-1238, RIA 1050, BCRC 13680, CECT 3328, CGMCC 4.1358, HAMBI 993, ICMP 480, IFO 13274, NBRC 13274, NRRL ISP-5068, VKM Ac-1768, VTT E-991422",1,1,Streptomyces halstedii,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
15290,,"DSM 40042, ATCC 12236, ATCC 19771, CBS 509.68, IFO 12784, ISP 5042, KCC S-0172, KCC S-0585, NBRC 12784, NCIB 9410, RIA 1051, JCM 4172, BCRC 13653, CBS 164.64, IFM 1071, IMET 43082, JCM 4585, LMG 5975, NCIMB 9410, NRRL B-1988, PCM 2315, VKM Ac-1761",1,1,Streptomyces hawaiiensis,+,acetoin
,,,,,,,bryamycin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16386,,"DSM 41837, CCTCC AA 203005, CIP 107974, NBRC 101006, YIM 001, JCM 12696, NBRC 100914",1,1,Streptomyces hebeiensis,+,indole
16024,NEAU-W2,"DSM 42073, CGMCC 4.7004, JCM 19675, ATCC BAA-2424",1,1,Streptomyces heilongjiangensis,+,hydrogen sulfide
