ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Enzyme activity,Enzyme
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
15217,,"DSM 40065, AS 4.1444, ATCC 23912, ATCC 3323, CBS 131.20, CBS 369.39, CBS 833.68, ETH 10211, ETH 16702, IFO 12866, IMET 40285, IMRU 3323, ISP 5065, JCM 4376, KCC S-0376, NBRC 12866, NCIMB 9848, NRRL B-1252, NRRL B-2928, PSA 95, RIA 1118, RIA 89, BCRC 11477, CCM 3177, CGMCC 4.1444, VKM Ac-1704",1,1,Streptomyces gelaticus,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,gelatinase
,,,,,,+,tryptophan deaminase
,,,,,,+,urease
159717,A301,"CGMCC 4.7422, JCM 32177",1,1,Streptomyces geranii,+,catalase
,,,,,,+,cytochrome oxidase
,,,,,,+,urease
15219,FH 1278,"DSM 40742, ATCC 15303, CBS 546.70, JCM 4962, CECT 3209, CGMCC 4.1966, IFO 15413, NBRC 15413, NRRL B-12102, VKM Ac-844",1,1,Streptomyces rochei,+,beta-galactosidase
,,,,,,+,urease
130717,,"DSM 42173, MCCC 1K00504, MUSC 26",1,1,Mangrovactinospora gilvigrisea,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-fucosidase
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
15222,,"DSM 40155, ATCC 19761, ATCC 23622, CBS 499.68, DSM 41504, ETH 24204, ETH A3080, IFO 12774, INA 8731, ISP 5155, JCM 4377, KCC S-0377, NBRC 12774, NCIB 9619, NCIB 9844, RIA 1041, BCRC 11478, CBS 261.66, CECT 3133, CGMCC 4.1408, IMET 43584, KCTC 9881, LMG 19330, MTCC 276, NBIMCC 1638, NCIMB 9619, NCIMB 9844, NRRL B-2706, VKM Ac-617",1,1,Streptomyces glaucescens,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,gelatinase
,,,,,,+,lysine decarboxylase
,,,,,,+,ornithine decarboxylase
,,,,,,+,tryptophan deaminase
,,,,,,+,urease
16330,,"DSM 41689, ATCC 25183, IFO 15416, INA G-72, INMI 2979, JCM 6921, NBRC 15416, VKM Ac-1763, CGMCC 4.1943, NBRC 103021, NRRL B-24300",1,1,Streptomyces glaucosporus,+,gelatinase
16175,,"DSM 41456, ATCC 43685, INA G-86, INMI 2965, JCM 6922, VKM Ac-803, CGMCC 4.1939, IFO 15417, NBRC 15417, NRRL B-16368",1,1,Streptomyces glaucus,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,gelatinase
,,,,,,+,lysine decarboxylase
,,,,,,+,ornithine decarboxylase
,,,,,,+,urease
15235,,"DSM 40199, ATCC 15864, ATCC 23913, CBS 834.68, IFO 12867, INMI 2302, ISP 5199, KCTC 9026, NBRC 12867, NRRL B-2872, RIA 1151, RIA 335, JCM 4378, BCRC 11479, CCUG 11107, NCAIM B.01476, NCIMB 9796, VKM Ac-179",1,1,Streptomyces globisporus subsp. globisporus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-fucosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase lipase (C 8)
15249,BJ-333,"DSM 40815, ATCC 14979, IMRU 3736, JCM 13859, NRRL B-2292, CGMCC 4.1969, LMG 19896, NCIMB 12861",1,1,Streptomyces globosus,+,arginine dihydrolase
,,,,,,+,tryptophan deaminase
16191,,"DSM 41457, INA 3980, VKM Ac-834, JCM 9091, CGMCC 4.1940, IFO 15898, NBRC 15898",1,1,Streptomyces glomeratus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
15253,,"DSM 41782, ATCC 15866, IFO 15418, INMI 1464, JCM 4677, KCC S-0677, NBRC 15418, NRRL B-3375, RIA 683",1,1,Streptomyces aurantiacus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
16500,,"DSM 42021, CCTCC AA 2010005, YIM M 10366",1,1,Streptomyces glycovorans,+,acid phosphatase
,,,,,,+,catalase
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
,,,,,,+,N-acetyl-beta-glucosaminidase
16336,MS 1480,"DSM 41701, CBS 123.60, IFO 15419, JCM 5062, KCC S-1062, NBRC 15419, NRRL B-2596, CGMCC 4.1908",1,1,Streptomyces gobitricini,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,tryptophan deaminase
15254,,"DSM 40190, ATCC 23914, CBS 835.68, IFO 12868, ISP 5190, NBRC 12868, RIA 1144, JCM 4294, BCRC 12330, CCUG 11121, CGMCC 4.1961, IMET 42067, JCM 4640, NCIMB 9828, NRRL B-5428, VKM Ac-1212",1,1,Streptomyces goshikiensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-glucosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
16206,,"DSM 41474, INA 13982, JCM 6923, CGMCC 4.1941, IFO 15420, NBRC 15420, NRRL B-16369, VKM Ac-1847",1,1,Streptomyces graminearus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,N-acetyl-beta-glucosaminidase
,,,,,,+,urease
16493,JR-43,"DSM 42058, KACC 15079, NBRC 107863",1,1,Streptomyces gramineus,+,gelatinase
15256,,"DSM 40430, ATCC 19840, CBS 682.72, IFO 13381, INMI AK-5, ISP 5430, KCC S-0763, NBRC 13381, RIA 1342, JCM 4763, BCRC 16244, IFO 15440, NBRC 15440, VKM Ac-1728",1,1,Streptomyces griseoaurantiacus,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,gelatinase
,,,,,,+,lysine decarboxylase
,,,,,,+,ornithine decarboxylase
,,,,,,+,urease
15257,NA232-M1,"DSM 40004, AS 4.1368, ATCC 12628, ATCC 19763, CBS 501.68, CCM 3228, DSM 41062, ETH 28588, IFO 12776, IFO 3387, ISP 5004, JCM 4095, JCM 4580, KCC S-0095, LMG 5973, NBRC 12776, NBRC 3387, NRRL B-1068, NRRL B-1350, RIA 1043, RIA 132, VKM Ac-881, BCRC 13304, CCUG 11123, CECT 3250, CGMCC 4.1088, CIP 108156, LMG 19383, LMG 8601, MTCC 328, NCIMB 9623, PCM 2326, PCM 2345, CCRC 13304, KCC S-0580, AS 4.1088",1,1,Streptomyces griseocarneus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-mannosidase
,,,,,,+,amylase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,caseinase
,,,,,,+,catalase
,,,,,,+,DNase
,,,,,,+,esterase (C 4)
15261,,"DSM 40499, ATCC 14511, CBS 714.72, IFO 13413, ISP 5499, JCM 4039, JCM 4764, NBRC 13413, RIA 1374, BCRC 11818, CGMCC 4.1964, IFM 1229, KCTC 9027, NRRL B-12423",1,1,Streptomyces griseochromogenes,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-glucosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gelatinase
15262,A 28 No. 1118,"DSM 40456, ATCC 25456, CBS 409.52, CBS 689.69, ETH 10249, IFO 12372, IFO 13044, IMET 43530, ISP 5456, JCM 4479, KCC S-0479, NBRC 12372, NBRC 13044, NRRL B-5312, RIA 1236, VKM Ac-993, BCRC 12232, CGMCC 4.1454, KCTC 19070, LMG 19344",1,1,Streptomyces griseoflavus,+,gelatinase
,,,,,,+,tryptophan deaminase
15266,1068,"DSM 40191, ATCC 23916, CBS 837.68, IFO 12870, ISP 5191, JCM 4276, JCM 4641, NBRC 12870, RIA 1145, BCRC 10483, CECT 3307, CGMCC 4.1962, IMET 42068, KACC 20083, KCTC 9879, NCIMB 9821, NRRL B-5429, VKM Ac-1707",1,1,Streptomyces murinus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
15267,,"DSM 40274, ATCC 23623, ATCC 23917, CBS 838.68, IFO 12871, INA 9673/55, ISP 5274, NBRC 12871, RIA 1192, JCM 4381, BCRC 11481, CGMCC 4.1409, KCTC 19071, LMG 19316, NCIMB 9825, NRRL B-5313, VTT E-022184",1,1,Streptomyces griseoincarnatus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
15268,,"DSM 40468, ATCC 23624, ATCC 25458, CBS 691.69, CGMCC AS 4.1383, IFO 13046, INA 1875/54, ISP 5468, NBRC 13046, RIA 1238, JCM 4480, BCRC 16207, CGMCC 4.1383, NRRL B-12383, VKM Ac-1739",1,1,Streptomyces griseoloalbus,+,gelatinase
,,,,,,+,tryptophan deaminase
15272,,"DSM 40392, ATCC 12768, CBS 676.72, CCM 3242, DSM 41141, ETH 24459, IFO 13375, IMRU 3729, ISP 5392, JCM 4041, JCM 4765, KCC S-0041, NBRC 13375, NRRL B-1315, PSA 207, RIA 1336, NIHJ 22, BCRC 16229, CBS 112.66, CGMCC 4.1440, HUT 6058, IFM 1055, LMG 19356, VKM Ac-976",1,1,Streptomyces griseoluteus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
15273,13984,"DSM 40159, ATCC 19765, ATCC 23625, CBS 503.68, IFO 12778, INA 13984, ISP 5159, NBRC 12778, RIA 1045, JCM 4382, BCRC 13763, NCIMB 9845, NRRL B-5421",1,1,Streptomyces griseomycini,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
15275,,"DSM 40160, ATCC 19767, ATCC 19909, CBS 505.68, ETH 24199, IFO 12780, INA 6124/54, ISP 5160, NBRC 12780, RIA 1047, JCM 4383, BCRC 12104, NCIMB 9846, NRRL B-3982, VKM Ac-1894",1,1,Streptomyces althioticus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
15276,H-4650,"DSM 40281, ATCC 23919, CBS 903.68, IFO 12873, ISP 5281, KCC S-0200, KCC S-0642, NBRC 12873, RIA 1195, JCM 4200, BCRC 11826, CCUG 11117, CGMCC 4.1417, HAMBI 1051, IFM 11218, JCM 4642, LMG 19325, NRRL B-1818, VKM Ac-1900",1,1,Streptomyces griseoruber,+,beta-galactosidase
,,,,,,+,gelatinase
,,,,,,+,tryptophan deaminase
15279,,"DSM 40469, ATCC 23627, ATCC 25459, CBS 692.69, IFO 13047, INA 7712, ISP 5469, NBRC 13047, RIA 1239, JCM 4481, BCRC 12124, CGMCC 4.1766, NRRL B-12384, VKM Ac-1203",1,1,Streptomyces griseorubiginosus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
15280,B-793,"DSM 40562, ATCC 27435, CBS 137.72, CBS 759.72, IFO 13458, ISP 5562, JCM 4766, NBRC 13458, RIA 1419, BCRC 15195, HAMBI 1009, IMET 43543, NRRL B-12498, VKM Ac-1731",1,1,Streptomyces griseosporeus,+,beta-galactosidase
,,,,,,+,gelatinase
,,,,,,+,tryptophan deaminase
15281,10381,"DSM 40161, ATCC 19768, ATCC 23628, CBS 506.68, ETH 28436, IFO 12781, INA 10381, ISP 5161, NBRC 12781, RIA 1048, JCM 4385, BCRC 12075, CECT 3273, KCTC 9878, NRRL B-5422, VKM Ac-968",1,1,Streptomyces griseostramineus,+,beta-galactosidase
,,,,,,+,gelatinase
,,,,,,+,tryptophan deaminase
16229,"C1, 18-16, D 100, C<SUB>1</SUB>","DSM 40236, ATCC 23345, ATCC 23921, CBS 905.68, ETH 4289, IFO 12875, IMRU 3463, ISP 5236, KCC S-0047, KCC S-0644, NBRC 12875, NCTC 13033, RIA 1176, Waksman 18-16, JCM 4047, BCRC 13478, CBS 160.45, CCT 4836, CCUG 11104, CECT 3330, CFBP 4546, CGMCC 4.1419, CIP 105124, HAMBI 2315, IAM 12311, IFO 15744, JCM 4644, KACC 20084, KCTC 9080, KCTC 9135, LMG 19302, MTCC 4734, NBIMCC 2442, NBRC 15744, NCIMB 13023, NRRL B-2682, PCM 2331, VKM Ac-800, VTT E-072676, VTT E-991424",1,1,Streptomyces griseus subsp. griseus,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-glucosidase
,,,,,,+,amylase
,,,,,,+,beta-galactosidase
,,,,,,+,caseinase
,,,,,,+,catalase
,,,,,,+,DNase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
16427,,"DSM 41900, YIM 47672, CCTCC AA 205017, JCM 15129",1,1,Streptomyces hainanensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-fucosidase
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
16472,Sp080513SC-31,"DSM 41970, NBRC 105049",1,1,Streptomyces haliclonae,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-galactosidase
,,,,,,+,catalase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
15269,,"DSM 40067, AS 4.1864, ATCC 19764, ATCC 3325, CBS 502.68, IFO 12777, IFO 3415, IMRU 3325, ISP 5067, KCC S-0042, KCC S-0043, KCC S-0581, NBRC 12777, NBRC 3415, NRRL B-1062, RIA 1044, JCM 4042, BCRC 13677, CBS 280.30, CCM 3181, CGMCC 4.1864, HAMBI 1000, HUT 6054, HUT 6056, HUT 6099, IFO 3416, IFO 3719, IMET 42053, JCM 4043, JCM 4581, KCTC 9028, NBRC 3416, NBRC 3719, NCIMB 9606, NRRL B-2925, RIA 88, VKM Ac-1726",1,1,Streptomyces halstedii,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,arginine dihydrolase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
,,,,,,+,lysine decarboxylase
,,,,,,+,N-acetyl-beta-glucosaminidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
15283,,"DSM 40068, ATCC 10897, ATCC 19770, CBS 508.68, CCRC 13680, IFO 12783, IMET 40322, IMRU 3328, ISP 5068, JCM 4584, KCC S-0584, NBRC 12783, NCIMB 9839, NRRL B-1238, RIA 1050, BCRC 13680, CECT 3328, CGMCC 4.1358, HAMBI 993, ICMP 480, IFO 13274, NBRC 13274, NRRL ISP-5068, VKM Ac-1768, VTT E-991422",1,1,Streptomyces halstedii,+,arginine dihydrolase
,,,,,,+,gelatinase
,,,,,,+,lysine decarboxylase
,,,,,,+,urease
23303,NEAU-Da3,"DSM 42076, CGMCC 4.7047",1,1,Streptomyces harbinensis,+,urease
15290,,"DSM 40042, ATCC 12236, ATCC 19771, CBS 509.68, IFO 12784, ISP 5042, KCC S-0172, KCC S-0585, NBRC 12784, NCIB 9410, RIA 1051, JCM 4172, BCRC 13653, CBS 164.64, IFM 1071, IMET 43082, JCM 4585, LMG 5975, NCIMB 9410, NRRL B-1988, PCM 2315, VKM Ac-1761",1,1,Streptomyces hawaiiensis,+,beta-galactosidase
,,,,,,+,tryptophan deaminase
16386,,"DSM 41837, CCTCC AA 203005, CIP 107974, NBRC 101006, YIM 001, JCM 12696, NBRC 100914",1,1,Streptomyces hebeiensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-mannosidase
,,,,,,+,amylase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,caseinase
,,,,,,+,catalase
,,,,,,+,DNase
16024,NEAU-W2,"DSM 42073, CGMCC 4.7004, JCM 19675, ATCC BAA-2424",1,1,Streptomyces heilongjiangensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
16331,,"DSM 41690, IFO 15899, INA 2915, NBRC 15899, VKM Ac-1778, JCM 9767",1,1,Streptomyces heliomycini,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
15291,,"DSM 40431, ATCC 19841, CBS 683.72, IFO 13382, INMI 1013B, ISP 5431, NBRC 13382, RIA 1343, JCM 4768, BCRC 16245, CGMCC 4.1911, INMI 1013-B, NRRL B-12365, VKM Ac-192",1,1,Streptomyces helvaticus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-glucosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
16497,BK119,"DSM 42060, CGMCC 4.5797, KACC 21001, NRRL B-59128",1,1,Streptomyces herbaceus,+,gelatinase
134317,,"DSM 41914, ATCC 53653",1,1,Streptomyces himastatinicus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-mannosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
,,,,,,+,N-acetyl-beta-glucosaminidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,valine arylamidase
15293,201,"DSM 40037, ATCC 19772, CBS 510.68, IFO 12785, ISP 5037, KCC S-0098, KCC S-0586, NBRC 12785, NRRL B-1823, RIA 1052, OEU 201, JCM 4098, BCRC 13375, CECT 3261, CGMCC 4.1948, CIP 108157, HUT 6033, IFO 3839, IMET 43546, JCM 4586, KCTC 9781, NBRC 3839, NCIMB 9838, NRRL B-5484, RIA 592, VKM Ac-902, CCRC 13375",1,1,Streptomyces hiroshimensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,amylase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,lecithinase
,,,,,,+,leucine arylamidase
,,,,,,+,N-acetyl-beta-glucosaminidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
159625,HST28,"DSM 107268, CECT 9648",1,1,Streptomyces huasconensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,esterase (C 4)
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
,,,,,,+,N-acetyl-beta-glucosaminidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,trypsin
132476,,"DSM 42174, MCCC 1K00505, MUSC 119",1,1,Streptomyces humi,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-mannosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,valine arylamidase
15307,23572,"DSM 40263, ATCC 12760, ATCC 23923, CBS 907.68, IFO 12877, ISP 5263, NBRC 12877, RIA 1186, JCM 4386, BCRC 13707, CGMCC 4.1910, NRRL B-3172, VKM Ac-1703",1,1,Streptomyces humidus,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,lysine decarboxylase
,,,,,,+,ornithine decarboxylase
,,,,,,+,urease
16476,"FH 8121, OU-40","DSM 42074, CCTCC AA 209024, JCM 17657, PCM 2692",1,1,Streptomyces hyderabadensis,+,gelatinase
,,,,,,+,urease
15311,M5-13184,"DSM 40578, ATCC 27438, CBS 773.72, DSM 41148, ETH 28553, IFO 13472, ISP 5578, JCM 4772, NBRC 13472, NRRL 2387, RIA 1433, BCRC 11611, CGMCC 4.1313, CGMCC 4.1527, CGMCC 4.2118, CIP 106840, KACC 20099, LMG 19335, MTCC 1105, NBIMCC 1154, NBIMCC 803, VKM Ac-831",1,1,Streptomyces hygroscopicus subsp. hygroscopicus,+,beta-galactosidase
,,,,,,+,caseinase
,,,,,,+,catalase
,,,,,,+,DNase
,,,,,,+,gamma-glutamyltransferase
,,,,,,+,protease
,,,,,,+,tween esterase
,,,,,,+,urease
15324,"BL-703, BL 703, C8158","DSM 40824, ATCC 15420, CGMCC 4.1866, CIP 106834, IFO 13983, JCM 4965, LMG 19951, NBRC 13983, NRRL B-3822",1,1,Streptomyces ossamyceticus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-glucosidase
,,,,,,+,amylase
,,,,,,+,beta-galactosidase
,,,,,,+,caseinase
,,,,,,+,catalase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
16459,HSM#10,"DSM 41950, NRRL B-24669",1,1,Streptomyces hypolithicus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
15325,,"DSM 40482, ATCC 15375, CBS 702.72, IFO 13401, ISP 5482, JCM 4254, JCM 4773, NBRC 13401, RIA 1362, IAUR 3923, BCRC 11930, CGMCC 4.1912, INMI 15375, NRRL B-3317, NRRL B-3634, NRRL ISP-5482, VKM Ac-201",1,1,Streptomyces iakyrus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-mannosidase
,,,,,,+,beta-galactosidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,N-acetyl-beta-glucosaminidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,trypsin
23309,BK128,"DSM 42062, CGMCC 4.5799, KACC 21002, NRRL B-59129, JCM 19677",1,1,Streptomyces incanus,+,gelatinase
15327,MB-T 10,"DSM 43803, ATCC 33330, CBS 560.75, IFO 13964, JCM 3053, KCC A-0053, NBRC 13964, CGMCC 4.1952, KCTC 9489, NCIMB 9794, NRRL B-24311",1,1,Streptosporangium indianense,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,gelatinase
,,,,,,+,lysine decarboxylase
,,,,,,+,ornithine decarboxylase
,,,,,,+,urease
16485,IH32-1,"DSM 42001, CGMCC 4.5727, MCCC IA03308, JCM 18323",1,1,Streptomyces indicus,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase (C 4)
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
132536,,"DSM 104005, CCTCC AA 2015010, KCTC 39611, TRM 43006",1,1,Streptomyces indoligenes,+,catalase
,,,,,,+,lipase
,,,,,,+,urease
158473,NEAU-D10,"DSM 106197, CGMCC 4.7469",1,1,Streptomyces inhibens,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-chymotrypsin
,,,,,,+,alpha-fucosidase
,,,,,,+,alpha-galactosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,beta-galactosidase
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
,,,,,,+,N-acetyl-beta-glucosaminidase
15329,Wollenweber,"DSM 40372, ATCC 3329, CBS 101.21, CBS 694.69, IFO 13049, ISP 5372, NBRC 13049, RIA 1241, JCM 4197, ATCC 25461, BCRC 13706, CGMCC 4.1467, ICMP 12540, IMET 41384, JCM 4483, LMG 19304, NRRL B-1327, NRRL B-2670",1,1,Streptomyces intermedius,+,gelatinase
16183,T-41575,"DSM 41441, ATCC 33341, CBS 196.78, IFO 13601, JCM 4988, KCC S-0988, NBRC 13601, NRRL B-16929",1,1,Streptomyces inusitatus,+,arginine dihydrolase
,,,,,,+,gelatinase
,,,,,,+,lysine decarboxylase
,,,,,,+,ornithine decarboxylase
,,,,,,+,tryptophan deaminase
15330,9820,"DSM 40383, ATCC 25462, CBS 695.69, CGMCC AS 4.1381, IFO 13050, ISP 5383, NBRC 13050, RIA 1242",1,1,Streptomyces ipomoeae,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,gelatinase
,,,,,,+,lysine decarboxylase
,,,,,,+,ornithine decarboxylase
,,,,,,+,tryptophan deaminase
,,,,,,+,urease
