"name","eq","way","ec","ko","rn","symbol","map","md"
"succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]","ITP + Succinate + CoA <=> IDP + Orthophosphate + Succinyl-CoA","Bidirectional","6.2.1.4","K01899, K01900","R00727","LSC1, LSC2","map00020","M00009, M00011"
"succinyl-CoA synthetase alpha subunit [EC:6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.5]","ATP + Succinate + CoA <=> ADP + Orthophosphate + Succinyl-CoA","Bidirectional","6.2.1.5","K01902, K01903","R00405","sucD, sucC","map00020, map00640, map00720",NA
"succinyl-CoA:(S)-malate CoA-transferase subunit A [EC:2.8.3.22], succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22]","Succinyl-CoA + (S)-Malate <=> Succinate + L-Malyl-CoA","Bidirectional","2.8.3.22","K14471, K14472","R00406","smtA1, smtB","map00720","M00376"
"succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]","Propanoyl-CoA + Succinate <=> Succinyl-CoA + Propanoate","Bidirectional","2.8.3.27","K18118","R11773","aarC","map00020, map00620, map00650",NA
"succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]","Succinyl-CoA + Acetate <=> Acetyl-CoA + Succinate","Bidirectional","2.8.3.18","K18118","R10343","aarC","map00020, map00620, map00650",NA
"succinyl-CoA:mesaconate CoA transferase [EC:2.8.3.26]","Succinyl-CoA + Mesaconate <=> Succinate + 2-Methylfumaryl-CoA","Bidirectional","2.8.3.26","K19280","R10904","mct","map00630","M00740"
"sucrase-isomaltase [EC:3.2.1.48 3.2.1.10]","Dextrin + H2O <=> D-Glucose + Dextrin","Bidirectional","3.2.1.3, 3.2.1.10","K01203","R01791","SI","map00500",NA
"sucrase-isomaltase [EC:3.2.1.48 3.2.1.10]","Isomaltose + H2O <=> alpha-D-Glucose + D-Glucose","Bidirectional","3.2.1.10","K01203","R01718","SI","map00500",NA
"sucrase-isomaltase [EC:3.2.1.48 3.2.1.10]","Sucrose + H2O <=> D-Fructose + D-Glucose","Bidirectional","3.2.1.10, 3.2.1.20, 3.2.1.26, 3.2.1.48","K01203","R00801","SI","map00052, map00500",NA
"sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]","Sucrose + Protein N(pi)-phospho-L-histidine <=> Sucrose 6-phosphate + Protein histidine","Bidirectional","2.7.1.211","K02810","R00811","scrA","map00500",NA
"sucrose phosphorylase [EC:2.4.1.7]","Sucrose + Orthophosphate <=> D-Fructose + D-Glucose 1-phosphate","Bidirectional","2.4.1.7","K00690","R00803","E2.4.1.7","map00500",NA
"sucrose synthase [EC:2.4.1.13]","UDP-glucose + D-Fructose <=> UDP + Sucrose","Bidirectional","2.4.1.13","K00695","R00806","SUS","map00500",NA
"sucrose-6-phosphatase [EC:3.1.3.24]","Sucrose 6'-phosphate + H2O <=> Sucrose + Orthophosphate","Bidirectional","3.1.3.24","K07024","R00805","SPP","map00500",NA
"sucrose-phosphate synthase [EC:2.4.1.14]","UDP-glucose + D-Fructose 6-phosphate <=> UDP + Sucrose 6'-phosphate","Bidirectional","2.4.1.14","K00696","R00766","E2.4.1.14","map00500",NA
"sugar PTS system EIIA component [EC:2.7.1.-]","Protein N(pi)-phospho-L-histidine + Arbutin <=> Protein histidine + Arbutin 6-phosphate","Bidirectional","","K02777","R05132","crr","map00010","NA"
"sugar PTS system EIIA component [EC:2.7.1.-]","Protein N(pi)-phospho-L-histidine + Maltose <=> Protein histidine + Maltose 6'-phosphate","Bidirectional","2.7.1.208","K02777","R04111","crr","map00500","NA"
"sugar PTS system EIIA component [EC:2.7.1.-]","Protein N(pi)-phospho-L-histidine + Salicin <=> Protein histidine + Salicin 6-phosphate","Bidirectional","","K02777","R04394","crr","map00010","NA"
"sugar PTS system EIIA component [EC:2.7.1.-]","alpha,alpha-Trehalose + Protein N(pi)-phospho-L-histidine <=> alpha,alpha'-Trehalose 6-phosphate + Protein histidine","Bidirectional","2.7.1.201","K02777","R02780","crr","map00500","NA"
"sugar PTS system EIIA component [EC:2.7.1.-], glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]","Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate","Bidirectional","2.7.1.199","K02777, K02779","R02738","crr, ptsG","map00010, NA","NA"
"sugar PTS system EIIA component [EC:2.7.1.-], glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]","Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate","Bidirectional","2.7.1.191","K02777, K02779","R02630","crr, ptsG","map00010, NA","NA"
"sugar PTS system EIIA component [EC:2.7.1.-], maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]","Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate","Bidirectional","2.7.1.199","K02777, K02791","R02738","crr, malX","map00010, NA","NA"
"sugar PTS system EIIA component [EC:2.7.1.-], maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]","Protein N(pi)-phospho-L-histidine + Maltose <=> Protein histidine + Maltose 6'-phosphate","Bidirectional","2.7.1.208","K02777, K02791","R04111","crr, malX","map00500","NA"
"sulfate adenylyltransferase (ADP) / ATP adenylyltransferase [EC:2.7.7.5 2.7.7.53]","ADP + Sulfate <=> Orthophosphate + Adenylyl sulfate","Bidirectional","2.7.7.5","K00988","R00530","APA1_2","map00920",NA
"sulfate adenylyltransferase (ADP) / adenylylsulfatase [EC:2.7.7.5 3.6.2.1]","ADP + Sulfate <=> Orthophosphate + Adenylyl sulfate","Bidirectional","2.7.7.5","K22966","R00530","HINT4","map00920",NA
"sulfate adenylyltransferase (ADP) / adenylylsulfatase [EC:2.7.7.5 3.6.2.1]","Adenylyl sulfate + H2O <=> AMP + Sulfate","Bidirectional","3.6.2.1","K22966","R00531","HINT4","map00920",NA
"sulfate adenylyltransferase [EC:2.7.7.4]","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Bidirectional","2.7.7.4","K00958","R00529","sat","map00920","M00596"
"sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Bidirectional","2.7.7.4","K00956","R00529","cysN","map00920",NA
"sulfhydrogenase subunit alpha [EC:1.12.1.3 1.12.1.5], sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5]","Hydrogen + NADP+ <=> NADPH + H+","Bidirectional","1.12.1.3","K17993, K17994","R07181","hydA, hydD","NA",NA
"sulfhydrogenase subunit alpha [EC:1.12.1.3 1.12.1.5], sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5], sulfhydrogenase subunit gamma (sulfur reductase) [EC:1.12.98.4], sulfhydrogenase subunit beta (sulfur reductase) [EC:1.12.98.4]","Hydrogen + Polysulfide(n) <=> Hydrogen sulfide + Polysulfide(n-1)","Bidirectional","1.12.98.4","K17993, K17994, K17995, K17996","R10390","hydA, hydD, hydG, hydB","map00920",NA
"sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3], cytochrome subunit of sulfide dehydrogenase","Hydrogen sulfide + 2 Ferricytochrome c <=> Sulfur + 2 Ferrocytochrome c + 2 H+","Bidirectional","1.8.2.3","K17229, K17230","R09499","fccB, fccA","map00920","M00985"
"sulfide:quinone oxidoreductase [EC:1.8.5.4]","n Hydrogen sulfide + n Quinone <=> Polysulfide + n Hydroquinone","Bidirectional","1.8.5.4","K17218","R10152","sqr","map00920",NA
"sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1], sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1]","Sulfite + H2O + 2 Ferricytochrome c <=> Sulfate + 2 Ferrocytochrome c + 2 H+","Bidirectional","1.8.2.1","K00386, K05301","R00528","sorB, sorA","map00920",NA
"sulfite dehydrogenase (quinone) subunit SoeA [EC:1.8.5.6], sulfite dehydrogenase (quinone) subunit SoeB, sulfite dehydrogenase (quinone) subunit SoeC","Sulfite + Quinone + H2O <=> Sulfate + Hydroquinone","Bidirectional","1.8.5.6","K21307, K21308, K21309","R11487","soeA, soeB, soeC","map00920",NA
"sulfite oxidase [EC:1.8.3.1]","Sulfite + Oxygen + H2O <=> Sulfate + Hydrogen peroxide","Bidirectional","1.8.3.1","K00387","R00533","SUOX","map00920",NA
"sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2], sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]","Hydrogen sulfide + 3 NADP+ + 3 H2O <=> Sulfite + 3 NADPH + 3 H+","Bidirectional","1.8.1.2","K00380, K00381","R00858","cysJ, cysI","map00920","M00176"
"sulfite reductase (ferredoxin) [EC:1.8.7.1]","Hydrogen sulfide + 6 Oxidized ferredoxin + 3 H2O <=> Sulfite + 6 Reduced ferredoxin + 6 H+","Bidirectional","1.8.7.1","K00392","R00859","sir","map00920","M00176, M00987"
"sulfopyruvate decarboxylase [EC:4.1.1.79]","3-Sulfopyruvate <=> Sulfoacetaldehyde + CO2","Bidirectional","4.1.1.79","K24393","R05774","comDE","map00680",NA
"sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79], sulfopyruvate decarboxylase subunit alpha [EC:4.1.1.79]","3-Sulfopyruvate <=> Sulfoacetaldehyde + CO2","Bidirectional","4.1.1.79","K13039, K06034","R05774","comE, comD","map00680","M00358"
"sulfur dioxygenase [EC:1.13.11.18]","S-Sulfanylglutathione + Oxygen + H2O <=> Glutathione + Sulfite","Bidirectional","1.13.11.18","K17725","R08678","ETHE1","map00920",NA
"sulfur oxygenase/reductase [EC:1.13.11.55]","4 Sulfur + 4 H2O + Oxygen <=> 2 Hydrogen sulfide + 2 Sulfite","Bidirectional","1.13.11.55","K16952","R07365","sor","map00920",NA
"sulfur reductase molybdopterin subunit, sulfur reductase FeS subunit, sulfur reductase membrane anchor","Sulfur + Reduced acceptor <=> Hydrogen sulfide + Acceptor","Bidirectional",NA,"K17219, K17220, K17221","R03533","sreA, sreB, sreC","map00920","M00986"
"sulfur-oxidizing protein SoxY","Thiosulfate + 5 H2O + 8 Ferricytochrome c <=> 2 Sulfate + 8 Ferrocytochrome c + 10 H+","Bidirectional",NA,"K17226","R10151","soxY","NA",NA
"sulfur-oxidizing protein SoxZ","Thiosulfate + 5 H2O + 8 Ferricytochrome c <=> 2 Sulfate + 8 Ferrocytochrome c + 10 H+","Bidirectional",NA,"K17227","R10151","soxZ","NA",NA
"tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]","D-Tagatose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","4.1.2.40","K08302","R01069","gatY-kbaY","map00052",NA
"tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]","D-Tagatose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","4.1.2.40","K01635","R01069","lacD","map00052",NA
"tagatose 6-phosphate kinase [EC:2.7.1.144]","D-Tagatose 6-phosphate + ATP <=> D-Tagatose 1,6-bisphosphate + ADP","Bidirectional","2.7.1.11, 2.7.1.56, 2.7.1.144","K00917","R03236","lacC","map00052",NA
"tagatose kinase [EC:2.7.1.101]","ATP + D-Tagatose <=> ADP + D-Tagatose 6-phosphate","Bidirectional","2.7.1.101","K21621","R02927","fk","map00052",NA
"tagaturonate epimerase [EC:5.1.2.7]","D-Tagaturonate <=> D-Fructuronate","Bidirectional","5.1.2.7","K21619","R11624","uxaE","map00040",NA
"tagaturonate reductase [EC:1.1.1.58]","D-Altronate + NAD+ <=> D-Tagaturonate + NADH + H+","Bidirectional","1.1.1.58","K00041","R02555","uxaB","map00040","M00631"
"tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]","(R)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+","Bidirectional","1.1.1.83","K07246","R00215","ttuC","map00650",NA
"tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]","(R,R)-Tartaric acid + NAD+ <=> 2-Hydroxy-3-oxosuccinate + NADH + H+","Bidirectional","1.1.1.93","K07246","R06180","ttuC","map00630",NA
"tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]","meso-Tartaric acid + NAD+ <=> 2-Hydroxy-3-oxosuccinate + NADH + H+","Bidirectional","1.1.1.93","K07246","R02545","ttuC","map00630",NA
"tartronate-semialdehyde synthase [EC:4.1.1.47]","2 Glyoxylate <=> 2-Hydroxy-3-oxopropanoate + CO2","Bidirectional","4.1.1.47","K01608","R00013","gcl","map00630",NA
"taurine dioxygenase [EC:1.14.11.17]","Taurine + 2-Oxoglutarate + Oxygen <=> Sulfite + Aminoacetaldehyde + Succinate + CO2","Bidirectional","1.14.11.17","K03119","R05320","tauD","map00920",NA
"taurine---2-oxoglutarate transaminase [EC:2.6.1.55]","beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate","Bidirectional","2.6.1.19, 2.6.1.55, 2.6.1.120","K15372","R00908","toa","map00640",NA
"tetrahydromethanopterin S-methyltransferase subunit A [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit B [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit C [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit D [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit E [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit H [EC:7.2.1.4]","5-Methyl-5,6,7,8-tetrahydromethanopterin + Coenzyme M + 2 Na+[side 1] <=> 5,6,7,8-Tetrahydromethanopterin + 2-(Methylthio)ethanesulfonate + 2 Na+[side 2]","Bidirectional","7.2.1.4","K00577, K00578, K00579, K00580, K00581, K00584","R04347","mtrA, mtrB, mtrC, mtrD, mtrE, mtrH","map00680","M00357, M00567"
"tetrahydromethanopterin S-methyltransferase subunit A [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit B [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit C [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit D [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit E [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit H [EC:7.2.1.4]","5-Methyl-H4SPT + Coenzyme M + 2 Na+[side 1] <=> Tetrahydrosarcinapterin + 2-(Methylthio)ethanesulfonate + 2 Na+[side 2]","Bidirectional","7.2.1.4","K00577, K00578, K00579, K00580, K00581, K00584","R12291","mtrA, mtrB, mtrC, mtrD, mtrE, mtrH","map00680","M00357, M00567"
"tetrathionate hydrolase [EC:3.12.1.-]","Tetrathionate + H2O <=> Thiosulfate + Sulfur + Sulfate + H+","Bidirectional",NA,"K27925","R13400","tetH","map00920","M00984"
"tetrathionate reductase subunit A, tetrathionate reductase subunit B, tetrathionate reductase subunit C","Tetrathionate + 2 e- <=> 2 Thiosulfate","Bidirectional",NA,"K08357, K08358, K08359","R10150","ttrA, ttrB, ttrC","map00920",NA
"thiosulfate dehydrogenase (quinone) [EC:1.8.5.2]","2 Thiosulfate + Quinone <=> Tetrathionate + Hydroquinone","Bidirectional","1.8.5.2.A","K05908","R1.8.5.2.A","doxDA","map00920","M00984"
"thiosulfate dehydrogenase (quinone) large subunit [EC:1.8.5.2], thiosulfate dehydrogenase (quinone) small subunit [EC:1.8.5.2]","2 Thiosulfate + Quinone <=> Tetrathionate + Hydroquinone","Bidirectional","1.8.5.2.A","K16937, K16936","R1.8.5.2.A","doxD, doxA","map00920","M00984"
"thiosulfate dehydrogenase [EC:1.8.2.2]","2 Thiosulfate + 2 Ferricytochrome c <=> Tetrathionate + 2 Ferrocytochrome c","Bidirectional","1.8.2.2","K19713","R00029","tsdA","map00920","M00984"
"thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5], thiosulfate reductase electron transport protein, thiosulfate reductase cytochrome b subunit","Thiosulfate + Menaquinol <=> Sulfite + Hydrogen sulfide + Menaquinone","Bidirectional","1.8.5.5","K08352, K08353, K08354","R10149","phsA, phsB, phsC","map00920","NA"
"thiosulfate sulfurtransferase [EC:2.8.1.1]","Thiosulfate + Cyanide ion <=> Sulfite + Thiocyanate","Bidirectional","2.8.1.1","K02439","R01931","glpE","map00920",NA
"thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]","Thiosulfate + Cyanide ion <=> Sulfite + Thiocyanate","Bidirectional","2.8.1.1","K01011","R01931","TST","map00920",NA
"toluene monooxygenase electron transfer component [EC:1.18.1.3]","Methanesulfonic acid + NADH + H+ + Oxygen <=> Formaldehyde + NAD+ + Sulfite + H2O","Bidirectional","1.14.13.111","K15765","R09513","tmoF","map00920",NA
"toluene monooxygenase system ferredoxin subunit","Methanesulfonic acid + NADH + H+ + Oxygen <=> Formaldehyde + NAD+ + Sulfite + H2O","Bidirectional","1.14.13.111","K15762","R09513","tmoC","map00920",NA
"transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]","D-Glucose 6-phosphate <=> D-Fructose 6-phosphate","Bidirectional","5.3.1.9","K13810","R00771","tal-pgi","map00500",NA
"transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Fructose 6-phosphate","Bidirectional","2.2.1.2","K13810","R08575","tal-pgi","map00030, map00710",NA
"transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + beta-D-Fructose 6-phosphate","Bidirectional","2.2.1.2","K13810","R01827","tal-pgi","NA",NA
"transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]","alpha-D-Glucose 6-phosphate <=> D-Fructose 6-phosphate","Bidirectional","5.3.1.9","K13810","R13199","tal-pgi","map00010, map00030","M00001, M00004, M00007"
"transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]","alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate","Bidirectional","5.1.3.15, 5.3.1.9","K13810","R02739","tal-pgi","map00010, map00030","M00001, M00004, M00007"
"transaldolase [EC:2.2.1.2]","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Fructose 6-phosphate","Bidirectional","2.2.1.2","K00616","R08575","TALDO1","map00030, map00710",NA
"transaldolase [EC:2.2.1.2]","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + beta-D-Fructose 6-phosphate","Bidirectional","2.2.1.2","K00616","R01827","TALDO1","NA",NA
"transketolase [EC:2.2.1.1]","D-Fructose 6-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Xylulose 5-phosphate","Bidirectional","2.2.1.1","K00615","R01067","E2.2.1.1","map00030, map00710","M00004, M00007, M00165"
"transketolase [EC:2.2.1.1]","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Ribose 5-phosphate + D-Xylulose 5-phosphate","Bidirectional","2.2.1.1","K00615","R01641","E2.2.1.1","map00030, map00710","M00004, M00007, M00165"
"trehalose 6-phosphate phosphatase [EC:3.1.3.12]","alpha,alpha'-Trehalose 6-phosphate + H2O <=> alpha,alpha-Trehalose + Orthophosphate","Bidirectional","3.1.3.12","K01087","R02778","otsB","map00500",NA
"trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]","UDP-glucose + alpha-D-Glucose 6-phosphate <=> UDP + alpha,alpha'-Trehalose 6-phosphate","Bidirectional","2.4.1.15","K00697","R02737","otsA","map00500",NA
"trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]","UDP-glucose + alpha-D-Glucose 6-phosphate <=> UDP + alpha,alpha'-Trehalose 6-phosphate","Bidirectional","2.4.1.15","K16055","R02737","TPS","map00500",NA
"trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]","alpha,alpha'-Trehalose 6-phosphate + H2O <=> alpha,alpha-Trehalose + Orthophosphate","Bidirectional","3.1.3.12","K16055","R02778","TPS","map00500",NA
"trehalose PTS system EIIBC or EIIBCA component [EC:2.7.1.201]","alpha,alpha-Trehalose + Protein N(pi)-phospho-L-histidine <=> alpha,alpha'-Trehalose 6-phosphate + Protein histidine","Bidirectional","2.7.1.201","K02819","R02780","treB","map00500",NA
"trehalose synthase [EC:2.4.1.245]","ADP-glucose + D-Glucose <=> alpha,alpha-Trehalose + ADP","Bidirectional","2.4.1.245","K13057","R08946","treT","map00500",NA
"trehalose synthase [EC:2.4.1.245]","UDP-glucose + D-Glucose <=> alpha,alpha-Trehalose + UDP","Bidirectional","2.4.1.245","K13057","R11306","treT","map00500",NA
"trehalose-6-phosphate hydrolase [EC:3.2.1.93]","H2O + alpha,alpha'-Trehalose 6-phosphate <=> D-Glucose + D-Glucose 6-phosphate","Bidirectional","3.2.1.93, 3.2.1.122","K01226","R00837","treC","map00500",NA
"trimethylamine corrinoid protein","Trimethylamine + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + Dimethylamine","Bidirectional","2.1.1.247, 2.1.1.250","K14084","R09124","mttC","map00680","M00563"
"trimethylamine monooxygenase [EC:1.14.13.148]","Trimethylamine + NADPH + H+ + Oxygen <=> Trimethylamine N-oxide + NADP+ + H2O","Bidirectional","1.14.13.148","K18277","R05623","tmm","map00680",NA
"trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]","Trimethylamine + 2 Ferricytochrome c + H2O <=> Trimethylamine N-oxide + 2 Ferrocytochrome c + 2 H+","Bidirectional","1.7.2.3","K07811","R02560","torA","map00680",NA
"trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]","Trimethylamine + 2 Ferricytochrome c + H2O <=> Trimethylamine N-oxide + 2 Ferrocytochrome c + 2 H+","Bidirectional","1.7.2.3","K07812","R02560","torZ","map00680",NA
"triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]","ATP + D-Glyceraldehyde <=> ADP + D-Glyceraldehyde 3-phosphate","Bidirectional","2.7.1.28","K00863","R01059","DAK","map00051",NA
"triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]","ATP + Glycerone <=> ADP + Glycerone phosphate","Bidirectional","2.7.1.29","K00863","R01011","DAK","map00680","M00344"
"triosephosphate isomerase (TIM) [EC:5.3.1.1]","D-Glyceraldehyde 3-phosphate <=> Glycerone phosphate","Bidirectional","5.3.1.1","K01803","R01015","TPI","map00010, map00051, map00710",NA
"tyramine---L-glutamate ligase [EC:6.3.4.24]","ATP + Tyramine + L-Glutamate <=> ADP + Orthophosphate + gamma-Glutamyltyramine","Bidirectional","6.3.4.24","K06914","R10902","mfnD","map00680",NA
"tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]","L-Tyrosine <=> Tyramine + CO2","Bidirectional","4.1.1.25, 4.1.1.28","K18933","R00736","mfnA","map00680",NA
